"siteID","date","plotID","subplotID","nestedSubplotID","tagID","stemDiameter","measurementHeight","canopyPosition","maxCanopyDiameter","ninetyCanopyDiameter","VD1height","VD2height","stemStatus","shrubShape","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","measuredBy","recordedBy","remarks"
"CLBJ",2016-03-31,"CLBJ_001",31,NA,"021",1.5,10,2,NA,NA,NA,NA,1,"",NA,NA,"jjamison@field-ops.org","srubin@neoninc.org",""
"CLBJ",2016-03-31,"CLBJ_001",31,NA,"021",1.4,10,2,NA,NA,NA,NA,1,"",NA,NA,"jjamison@field-ops.org","srubin@neoninc.org","sap with 2 qualifying stems at ddh"
"CLBJ",2016-03-31,"CLBJ_001",31,NA,"360",2,10,1,NA,NA,NA,NA,1,"",NA,NA,"jjamison@field-ops.org","srubin@neoninc.org","sap with 2 qualifying stems at ddh"
"CLBJ",2016-03-31,"CLBJ_001",31,NA,"360",4,10,1,NA,NA,NA,NA,1,"",NA,NA,"jjamison@field-ops.org","srubin@neoninc.org",""
"CLBJ",2016-03-31,"CLBJ_001",31,NA,"375",1.7,10,2,NA,NA,NA,NA,1,"",NA,NA,"jjamison@field-ops.org","srubin@neoninc.org",""
"CLBJ",2016-03-31,"CLBJ_001",31,NA,"408",1.2,10,2,NA,NA,NA,NA,1,"",NA,NA,"jjamison@field-ops.org","srubin@neoninc.org",""
"CLBJ",2016-03-31,"CLBJ_001",31,NA,"800",11,130,2,NA,NA,NA,NA,1,"",NA,NA,"jjamison@field-ops.org","srubin@neoninc.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1201",1.1,130,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1202",1.2,130,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1203",2.4,130,2,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1204",1.5,130,2,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1205",2.6,130,4,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1206",1.1,130,4,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1207",1.5,130,5,NA,NA,NA,NA,6,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org","stem status 6- broken and dead above DBH"
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1208",1,130,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1209",1.8,130,4,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1210",1.3,130,2,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1211",10.4,130,4,NA,NA,NA,NA,1,"",NA,NA,"jjamison@field-ops.org","cwhiting@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1212",49.4,130,2,NA,NA,NA,NA,2,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org","stem status 2- no known cause of death"
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1213",43,130,2,NA,NA,NA,NA,2,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org","stem status 2- no known cause of death"
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1214",19.2,130,2,NA,NA,NA,NA,6,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org","stem status 6- rimary bole appears dead"
"CLBJ",2016-04-12,"CLBJ_002",31,NA,"1215",4.5,130,3,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,4,"1216",1.1,130,3,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,4,"1217",1.5,10,4,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,4,"1218",1,10,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1219",22.6,130,3,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1220",23.8,130,2,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1221",18.5,130,5,NA,NA,NA,NA,2,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org","stem status 2- no determined cause of death"
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1222",2.7,130,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1223",1.2,10,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1224",1.1,130,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1225",1.2,10,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1226",1.4,10,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1227",1,10,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1228",1.1,130,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1229",1.6,130,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org","2 qualifying stems"
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1229",1.1,130,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org","2 qualifying stems"
"CLBJ",2016-04-12,"CLBJ_002",31,2,"1230",1,10,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,4,"1231",1,130,5,NA,NA,NA,NA,1,"",NA,NA,"cwhiting@field-ops.org","jjamison@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,3,"1232",1,130,5,NA,NA,NA,NA,1,"",NA,NA,"jjamison@field-ops.org","cwhiting@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,3,"1233",1.2,130,4,NA,NA,NA,NA,1,"",NA,NA,"jjamison@field-ops.org","cwhiting@field-ops.org",""
"CLBJ",2016-04-12,"CLBJ_002",31,3,"1234",2.2,130,5,NA,NA,NA,NA,1,"",NA,NA,"jjamison@field-ops.org","cwhiting@field-ops.org",""
