"siteID","plotID","date","subplotID","nestedSubplotID","tagID","stemDiameter","measurementHeight","basalDiameter","basalDiameterHeight","growthForm","stemStatus","VD1height","VD2height","maxCanopyDiameter","ninetyCanopyDiameter","canopyPosition","shrubShape","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","measuredBy","recordedBy","remarks"
"HARV","HARV_041",20151021,39,NA,"9324",44.8,130,NA,NA,"sbt",1,11.1,-1.6,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9326",11.9,130,NA,NA,"sbt",7,10.8,-1.5,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9330",22.4,130,NA,NA,"sbt",1,16.7,-1.6,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9329",15.5,125,NA,NA,"sbt",2,1.5,0,4.8,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9338",14.8,130,NA,NA,"sbt",2,11.5,-1.5,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9327",14.6,130,NA,NA,"sbt",1,12,-1,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9328",16.1,130,NA,NA,"sbt",1,14.9,-1.4,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9335",29.2,130,NA,NA,"sbt",1,17.1,-1.4,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9342",10.7,130,NA,NA,"sbt",1,8.1,-1.4,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org","No transcription errors found"
"HARV","HARV_041",20151021,39,NA,"9334",41.7,130,NA,NA,"sbt",1,16.6,-1.9,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9323",26,130,NA,NA,"sbt",1,13.4,-1.5,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9321",19.3,130,NA,NA,"sbt",1,15.5,-1.2,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9322",10.9,130,NA,NA,"sbt",1,7.8,-1.2,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9320",11.1,130,NA,NA,"sbt",1,12.1,-1.6,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,39,NA,"9319",10.7,130,NA,NA,"sbt",1,9.7,-1.5,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,23,2,"5511",4.2,130,NA,NA,"smt",2,0.9,0,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,23,2,"2894",1.3,10,NA,NA,"sap",1,0.5,0,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,23,2,"5515",1.3,10,NA,NA,"sap",1,0.7,0,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,23,2,"5518",1.1,10,NA,NA,"sap",1,0.6,0,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,23,2,"5671",1.3,10,NA,NA,"sap",1,0.8,0,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,23,2,"5504",1.9,10,NA,NA,"sap",1,0.7,0,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,23,2,"10810",1,10,NA,NA,"sap",1,0.5,0,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,23,2,"5527",1.1,10,NA,NA,"sap",1,0.4,0,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,23,2,"5525",1.6,10,NA,NA,"sap",1,0.8,0,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org",""
"HARV","HARV_041",20151021,23,2,"2787",1.2,10,NA,NA,"sap",1,0.5,0,0,0,NA,"",NA,NA,"llukas@neoninc.org","thillman@neoninc.org","No transcription errors found"
"HARV","HARV_037",20151008,23,4,"5989",1.4,130,NA,NA,"smt",5,1.9,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,4,"5990",4.2,130,NA,NA,"smt",5,3.5,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,4,"5991",1.1,130,NA,NA,"smt",2,1.9,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,4,"5978",4.3,130,NA,NA,"smt",1,3.4,-1.5,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,4,"5981",3.8,130,NA,NA,"smt",1,3.1,-1.3,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,4,"5993",1.5,130,NA,NA,"smt",2,2.7,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,4,"5992",2.1,130,NA,NA,"smt",2,3.4,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org","No transcription errors found"
"HARV","HARV_037",20151008,23,4,"5986",1.3,10,NA,NA,"sap",2,1.6,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,4,"5984",2.2,130,NA,NA,"smt",2,3,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,4,"5983",1,130,NA,NA,"smt",2,2.1,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,4,"5987",1.4,10,NA,NA,"sap",2,1.8,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org","No transcription errors found"
"HARV","HARV_037",20151008,23,4,"9555",6.7,130,NA,NA,"smt",1,5.7,-1.3,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,2,"5927",23.2,130,NA,NA,"sbt",1,19.1,-1.3,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,2,"4102",1.9,10,NA,NA,"sap",5,1.9,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,2,"4104",1.2,10,NA,NA,"sap",5,1.2,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,2,"4106",1.2,10,NA,NA,"sap",5,1.1,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,2,"4105",2.5,130,NA,NA,"smt",5,2.7,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,2,"5994",2,130,NA,NA,"smt",5,2.3,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,2,"6000",1.6,10,NA,NA,"sap",5,1.7,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,2,"5995",2.3,10,NA,NA,"sap",7,1.7,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,39,NA,"5708",14.2,130,NA,NA,"sbt",5,14.1,-1.8,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org","No transcription errors found"
"HARV","HARV_038",20151021,39,NA,"5704",22.8,130,NA,NA,"sbt",5,19.5,-1.3,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,39,NA,"5701",12.1,130,NA,NA,"sbt",1,6.7,-1.5,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,39,NA,"4150",20.9,130,NA,NA,"sbt",1,10.9,-1.6,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org","No transcription errors found"
"HARV","HARV_038",20151021,39,NA,"4148",16.1,130,NA,NA,"sbt",5,17.6,-1.6,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,39,NA,"4149",25,130,NA,NA,"sbt",5,20.9,-1.5,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,39,NA,"5725",30.8,130,NA,NA,"sbt",7,20.6,-1.2,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,39,NA,"5729",41.4,130,NA,NA,"sbt",7,20.5,-1.3,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,39,NA,"5730",13.6,130,NA,NA,"sbt",1,9.7,-1.5,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,39,NA,"4145",12.7,130,NA,NA,"sbt",2,11,-1.5,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,39,NA,"4146",27.7,130,NA,NA,"mbt",5,19.9,-1.2,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,39,NA,"4146A",25.7,130,NA,NA,"mbt",5,NA,NA,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org","Height of secondary bole not collected"
"HARV","HARV_038",20151021,39,NA,"4146B",16.3,130,NA,NA,"mbt",5,NA,NA,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org","Height of tertiary bole not collected"
"HARV","HARV_038",20151021,39,NA,"4147",13.6,130,NA,NA,"sbt",1,10.2,-1.2,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,4,"5754",10.2,130,NA,NA,"sbt",5,11.4,-1.9,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,4,"4188",2,10,NA,NA,"sap",1,1.5,0,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org","No transcription errors found"
"HARV","HARV_038",20151021,23,4,"4186",1.9,130,NA,NA,"sms",1,2.7,0,2.5,1.6,NA,"cyl",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,4,"4186",1.3,130,NA,NA,"sms",1,0,0,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,4,"4187",2.1,10,NA,NA,"sap",1,2,0,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,4,"5753",21.2,130,NA,NA,"sbt",1,14.4,-1.2,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,4,"4181",2.6,10,NA,NA,"sap",1,2,0,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,4,"4467",6.6,130,NA,NA,"smt",1,3.8,-1.2,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,4,"5752",41.4,130,NA,NA,"sbt",1,26.2,-1,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,4,"4469",8.7,130,NA,NA,"smt",1,7.3,-1.7,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org","No transcription errors found"
"HARV","HARV_038",20151021,23,4,"4470",4.3,130,NA,NA,"smt",1,3.6,-1.5,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,2,"9565",1.2,130,NA,NA,"smt",2,2.2,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,2,"9560",1.6,130,NA,NA,"smt",7,2.5,0,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5919",37.5,130,NA,NA,"mbt",1,16,-1.1,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org","No transcription errors found"
"HARV","HARV_037",20151008,23,NA,"5919A",26.3,130,NA,NA,"mbt",2,9.1,-1.3,9,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5921",20.1,130,NA,NA,"sbt",1,8.5,-1.1,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5923",14.5,130,NA,NA,"sbt",1,10,-1,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5925",27.6,130,NA,NA,"sbt",1,17.4,-1.2,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5926",10.4,130,NA,NA,"sbt",5,9,-1.3,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org","No transcription errors found"
"HARV","HARV_037",20151008,23,NA,"9561",12.5,130,NA,NA,"sbt",1,7.2,-1.4,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5920",15.8,130,NA,NA,"sbt",2,5.8,-1.4,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5195",37.3,130,NA,NA,"sbt",1,14.3,-1.6,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5196",19.2,130,NA,NA,"sbt",1,15.1,-1.1,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5194",23,130,NA,NA,"sbt",1,18.6,-1.6,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,41,NA,"5188",19.5,130,NA,NA,"sbt",1,18.6,-1.6,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5187",20.8,130,NA,NA,"sbt",1,16.9,-1.3,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5200",30.6,130,NA,NA,"sbt",2,5.6,-1.4,25,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org","No transcription errors found"
"HARV","HARV_037",20151008,23,NA,"5901",25.4,130,NA,NA,"sbt",1,17,-1.5,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5199",46,170,NA,NA,"mbt",1,19,-1.3,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5199A",37.7,170,NA,NA,"mbt",1,19,-1.3,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5198",31.2,130,NA,NA,"sbt",1,18.5,-1.6,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5902",46.2,130,NA,NA,"sbt",1,19.7,-1.7,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5903",19,130,NA,NA,"sbt",6,18.2,-1.5,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5905",22.1,130,NA,NA,"sbt",6,18.5,-2,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5904",11.5,130,NA,NA,"sbt",5,5.1,-1.1,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5917",11.2,130,NA,NA,"sbt",1,4.7,-1.4,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5918",17.7,130,NA,NA,"sbt",5,15.1,-1.5,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_037",20151008,23,NA,"5916",45.4,130,NA,NA,"sbt",1,15,-1.2,0,0,NA,"",NA,NA,"dcrandall@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,4,"5755B",30.9,130,NA,NA,"mbt",1,NA,NA,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org","Height of tertiary bole not collected"
"HARV","HARV_038",20151021,23,2,"5751",14.9,130,NA,NA,"sbt",5,14.1,-1.1,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org","No transcription errors found"
"HARV","HARV_038",20151021,23,2,"4483",1.3,130,NA,NA,"smt",1,2.4,0,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,2,"4491",3.6,130,NA,NA,"smt",1,4,0,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,2,"4488",5.3,130,NA,NA,"smt",1,3.7,-1.4,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,2,"4484",2.5,130,NA,NA,"smt",1,2.6,0,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
"HARV","HARV_038",20151021,23,2,"4489",3,130,NA,NA,"smt",7,3.6,-1.4,0,0,NA,"",NA,NA,"thillman@neoninc.org","llukas@neoninc.org",""
